,Organism group,ID,Create date,Isolation type,Location,Isolation source,Laboratory typing platform,Testing standard
373,escherichia_coli,ID_32338615,2024-02-07T12:09:22Z,clinical,USA:Boston,tracheal aspirate,Vitek,CLSI
2497,escherichia_coli,ID_23894935,2022-06-23T03:07:35Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1665,escherichia_coli,ID_23874485,2022-06-22T23:02:54Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1394,escherichia_coli,ID_23867475,2022-06-22T18:05:10Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
877,escherichia_coli,ID_32120155,2024-02-16T16:25:56Z,clinical,USA:Boston,urine,Vitek,CLSI
1810,escherichia_coli,ID_23877385,2022-06-22T23:25:18Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2151,escherichia_coli,ID_23884325,2022-06-23T00:25:42Z,clinical,USA: District of Columbia,FLUID,Phoenix,CLSI
1032,escherichia_coli,ID_23858805,2022-06-22T16:50:29Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1884,escherichia_coli,ID_23878885,2022-06-22T23:39:27Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
785,escherichia_coli,ID_31776375,2024-02-05T20:15:30Z,clinical,USA:Boston,urine,Vitek,CLSI
1836,escherichia_coli,ID_23877905,2022-06-22T23:32:42Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
656,escherichia_coli,ID_15673325,2020-11-24T00:47:28Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
863,escherichia_coli,ID_32123115,2024-02-20T22:17:36Z,clinical,USA:Boston,urine,Vitek,CLSI
1146,escherichia_coli,ID_23861125,2022-06-22T17:06:35Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
5,escherichia_coli,ID_492275,2013-10-30T15:21:46Z,,,,,
2367,escherichia_coli,ID_23890555,2022-06-23T01:10:18Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
406,escherichia_coli,ID_32333295,2024-02-07T06:05:25Z,clinical,USA:Boston,blood,Vitek,CLSI
167,escherichia_coli,ID_25828605,2022-10-24T23:33:55Z,environmental/other,Netherlands,retail chicken,Sensititre,EUCAST
2702,escherichia_coli,ID_25783315,2022-10-21T14:38:10Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
507,escherichia_coli,ID_4567475,2019-04-03T01:02:52Z,clinical,"USA: Rochester, NY",sepsis,,CLSI
1402,escherichia_coli,ID_23867625,2022-06-22T18:06:35Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1941,escherichia_coli,ID_23880025,2022-06-22T23:47:04Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2715,escherichia_coli,ID_25783595,2022-10-21T14:44:34Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1243,escherichia_coli,ID_23863105,2022-06-22T17:21:10Z,clinical,USA: District of Columbia,wound,Phoenix,CLSI
640,escherichia_coli,ID_15672395,2020-11-24T00:31:27Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
1386,escherichia_coli,ID_23867315,2022-06-22T18:04:09Z,clinical,USA: District of Columbia,other,Phoenix,CLSI
1104,escherichia_coli,ID_23860285,2022-06-22T17:01:20Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
403,escherichia_coli,ID_32333675,2024-02-07T12:09:23Z,clinical,USA:Boston,blood,Vitek,CLSI
2278,escherichia_coli,ID_23886975,2022-06-23T00:46:09Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1811,escherichia_coli,ID_23877405,2022-06-22T23:26:10Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2941,escherichia_coli,ID_25789275,2022-10-21T16:44:21Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2277,escherichia_coli,ID_23886945,2022-06-23T00:45:09Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
716,escherichia_coli,ID_32338195,2024-02-07T16:02:55Z,clinical,USA:Boston,urine,Vitek,CLSI
1110,escherichia_coli,ID_23860405,2022-06-22T17:02:11Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1820,escherichia_coli,ID_23877555,2022-06-22T23:27:17Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2670,escherichia_coli,ID_25580865,2022-10-17T14:55:11Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1191,escherichia_coli,ID_23862065,2022-06-22T17:13:52Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
819,escherichia_coli,ID_31776135,2024-02-18T03:07:29Z,clinical,USA:Boston,urine,Vitek,CLSI
176,escherichia_coli,ID_25828775,2022-10-24T23:35:00Z,environmental/other,Netherlands,retail chicken,Sensititre,EUCAST
2935,escherichia_coli,ID_25789135,2022-10-21T16:41:12Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
594,escherichia_coli,ID_15671445,2020-11-24T00:15:19Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
1464,escherichia_coli,ID_23868905,2022-06-22T18:18:53Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1475,escherichia_coli,ID_23869135,2022-06-22T18:21:09Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
720,escherichia_coli,ID_32338055,2024-02-07T08:06:35Z,clinical,USA:Boston,urine,Vitek,CLSI
2436,escherichia_coli,ID_23892085,2022-06-23T01:23:36Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2363,escherichia_coli,ID_23890485,2022-06-23T01:09:34Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
150,escherichia_coli,ID_25828255,2022-10-24T23:30:41Z,environmental/other,Netherlands,retail chicken,Sensititre,EUCAST
1982,escherichia_coli,ID_23880845,2022-06-22T23:52:51Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2965,escherichia_coli,ID_25789755,2022-10-21T16:56:21Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
968,escherichia_coli,ID_23857505,2022-06-22T16:41:49Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
750,escherichia_coli,ID_32335175,2024-02-17T10:06:07Z,clinical,USA:Boston,urine,Vitek,CLSI
995,escherichia_coli,ID_23858065,2022-06-22T16:45:30Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2493,escherichia_coli,ID_23894855,2022-06-23T03:06:19Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2454,escherichia_coli,ID_23892435,2022-06-23T01:26:26Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
882,escherichia_coli,ID_34516625,2023-12-20T06:56:07Z,clinical,USA:Boston,urine,Vitek,CLSI
383,escherichia_coli,ID_32338095,2024-02-17T08:16:01Z,clinical,USA:Boston,Rectal,Vitek,CLSI
816,escherichia_coli,ID_32330335,2024-02-16T22:18:41Z,clinical,USA:Boston,urine,Vitek,CLSI
2629,escherichia_coli,ID_25579605,2022-10-17T15:30:22Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
931,escherichia_coli,ID_19903725,2021-09-08T11:32:23Z,clinical,USA: Minnesota,blood culture,,CLSI
1015,escherichia_coli,ID_23858465,2022-06-22T16:48:21Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1523,escherichia_coli,ID_23870105,2022-06-22T18:29:56Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1251,escherichia_coli,ID_23863265,2022-06-22T17:21:49Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1532,escherichia_coli,ID_23870285,2022-06-22T18:31:02Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1065,escherichia_coli,ID_23859465,2022-06-22T16:55:39Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2138,escherichia_coli,ID_23884065,2022-06-23T00:23:09Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1542,escherichia_coli,ID_23870475,2022-06-22T18:32:43Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2162,escherichia_coli,ID_23884575,2022-06-23T00:27:09Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1695,escherichia_coli,ID_23875085,2022-06-22T23:06:34Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2523,escherichia_coli,ID_23895515,2022-06-23T03:18:24Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
949,escherichia_coli,ID_23857125,2022-06-22T16:39:07Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1306,escherichia_coli,ID_23865595,2022-06-22T17:41:44Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
463,escherichia_coli,ID_20381885,2016-02-20T10:24:22Z,clinical,USA:Boston,gall bladder,Vitek,CLSI
778,escherichia_coli,ID_32331875,2024-02-03T07:03:30Z,clinical,USA:Boston,urine,Vitek,CLSI
152,escherichia_coli,ID_25828285,2022-10-24T23:31:19Z,environmental/other,Netherlands,retail chicken,Sensititre,EUCAST
1871,escherichia_coli,ID_23878625,2022-06-22T23:37:07Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1776,escherichia_coli,ID_23876705,2022-06-22T23:21:09Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2152,escherichia_coli,ID_23884365,2022-06-23T00:25:50Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2539,escherichia_coli,ID_23895835,2022-06-23T03:20:35Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
959,escherichia_coli,ID_23857325,2022-06-22T16:40:59Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
891,escherichia_coli,ID_36669095,2024-02-15T20:09:48Z,clinical,USA:Boston,Urinary tract infection,Vitek,CLSI
66,escherichia_coli,ID_12586555,2016-09-20T15:19:53Z,clinical,USA:Boston,urine,Vitek,CLSI
1784,escherichia_coli,ID_23876865,2022-06-22T23:21:45Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2149,escherichia_coli,ID_23884305,2022-06-23T00:25:26Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2067,escherichia_coli,ID_23882575,2022-06-23T00:11:25Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2372,escherichia_coli,ID_23890665,2022-06-23T01:11:01Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
545,escherichia_coli,ID_4569675,2019-07-12T10:50:37Z,clinical,"USA: Rochester, NY",bone,,CLSI
633,escherichia_coli,ID_15672275,2020-11-24T00:29:38Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
3015,escherichia_coli,ID_2202175,2017-06-20T14:55:09Z,clinical,,,,CLSI
1837,escherichia_coli,ID_23877925,2022-06-22T23:32:51Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
928,escherichia_coli,ID_3324445,2018-07-16T09:12:17Z,clinical,,,,CLSI
1148,escherichia_coli,ID_23861165,2022-06-22T17:06:53Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1684,escherichia_coli,ID_23874865,2022-06-22T23:05:26Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
120,escherichia_coli,ID_25827445,2022-10-24T23:24:29Z,environmental/other,Netherlands,retail chicken,Sensititre,EUCAST
1892,escherichia_coli,ID_23879045,2022-06-22T23:40:13Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1517,escherichia_coli,ID_23869975,2022-06-22T18:28:34Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
30,escherichia_coli,ID_26421065,2022-11-27T23:15:24Z,clinical,Greece,Pus,Vitek,EUCAST
934,escherichia_coli,ID_23856835,2022-06-22T16:37:13Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1710,escherichia_coli,ID_23875385,2022-06-22T23:09:10Z,clinical,USA: District of Columbia,wound,Phoenix,CLSI
942,escherichia_coli,ID_23856985,2022-06-22T16:38:33Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1240,escherichia_coli,ID_23863045,2022-06-22T17:20:48Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1351,escherichia_coli,ID_23866615,2022-06-22T17:54:09Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2101,escherichia_coli,ID_23883305,2022-06-23T00:17:22Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1408,escherichia_coli,ID_23867745,2022-06-22T18:07:54Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2682,escherichia_coli,ID_25782895,2022-10-21T14:23:12Z,clinical,USA: District of Columbia,wound,Phoenix,CLSI
2288,escherichia_coli,ID_23887165,2022-06-23T00:47:17Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2156,escherichia_coli,ID_23884445,2022-06-23T00:26:17Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
937,escherichia_coli,ID_23856885,2022-06-22T16:37:43Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1701,escherichia_coli,ID_23875205,2022-06-22T23:06:58Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1771,escherichia_coli,ID_23876605,2022-06-22T23:20:28Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
787,escherichia_coli,ID_32331435,2024-02-07T00:17:27Z,clinical,USA:Boston,urine,Vitek,CLSI
2576,escherichia_coli,ID_24165625,2022-07-06T07:06:10Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1700,escherichia_coli,ID_23875165,2022-06-22T23:06:53Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2921,escherichia_coli,ID_25788855,2022-10-21T16:32:23Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
338,escherichia_coli,ID_25832835,2022-10-25T00:05:19Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
643,escherichia_coli,ID_15672475,2020-11-24T00:32:05Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
1480,escherichia_coli,ID_23869245,2022-06-22T18:21:52Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1218,escherichia_coli,ID_23862605,2022-06-22T17:17:31Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1359,escherichia_coli,ID_23866775,2022-06-22T17:56:08Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2206,escherichia_coli,ID_23885505,2022-06-23T00:35:16Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
76,escherichia_coli,ID_12479795,2017-04-13T20:40:10Z,clinical,USA:Boston,drainage,Vitek,CLSI
2777,escherichia_coli,ID_25785385,2022-10-21T15:17:11Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1476,escherichia_coli,ID_23869155,2022-06-22T18:21:17Z,clinical,USA: District of Columbia,Fluid,Phoenix,CLSI
2039,escherichia_coli,ID_23881985,2022-06-23T00:07:43Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2859,escherichia_coli,ID_25787055,2022-10-21T15:58:30Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1158,escherichia_coli,ID_23861365,2022-06-22T17:08:43Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2108,escherichia_coli,ID_23883445,2022-06-23T00:18:07Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
509,escherichia_coli,ID_4569165,2019-04-03T01:09:29Z,clinical,"USA: Rochester, NY",urine,,CLSI
2872,escherichia_coli,ID_25787595,2022-10-21T16:05:20Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2440,escherichia_coli,ID_23892165,2022-06-23T01:24:01Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1299,escherichia_coli,ID_23865475,2022-06-22T17:40:10Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2189,escherichia_coli,ID_23885145,2022-06-23T00:32:34Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
548,escherichia_coli,ID_4567815,2019-07-12T10:50:38Z,clinical,"USA: Rochester, NY",urine,,CLSI
450,escherichia_coli,ID_33726535,2023-11-15T17:56:37Z,clinical,USA:Boston,blood,Vitek,CLSI
3028,escherichia_coli,ID_20985225,2021-11-25T07:51:08Z,clinical,USA: Ohio,feces,Sensititre,CLSI
692,escherichia_coli,ID_15674955,2020-11-24T01:12:14Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
668,escherichia_coli,ID_15673955,2020-11-24T00:57:05Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
2856,escherichia_coli,ID_25786995,2022-10-21T15:57:12Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2707,escherichia_coli,ID_25783415,2022-10-21T14:40:21Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2860,escherichia_coli,ID_25787075,2022-10-21T15:59:12Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
567,escherichia_coli,ID_4566465,2019-07-12T10:50:44Z,clinical,"USA: Rochester, NY",sepsis,,CLSI
2989,escherichia_coli,ID_12707745,2016-04-12T18:10:24Z,clinical,USA:Boston,blood,Vitek,CLSI
1647,escherichia_coli,ID_23872605,2022-06-22T18:50:18Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
618,escherichia_coli,ID_15671945,2020-11-24T00:23:06Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
2590,escherichia_coli,ID_24165905,2022-07-06T07:08:35Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
420,escherichia_coli,ID_32330975,2024-02-04T23:04:14Z,clinical,USA:Boston,blood,Vitek,CLSI
1092,escherichia_coli,ID_23860045,2022-06-22T16:59:29Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2350,escherichia_coli,ID_23890225,2022-06-23T01:08:18Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
156,escherichia_coli,ID_25828375,2022-10-24T23:31:54Z,environmental/other,Netherlands,retail veal,Sensititre,EUCAST
1620,escherichia_coli,ID_23872055,2022-06-22T18:46:18Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1415,escherichia_coli,ID_23867885,2022-06-22T18:09:17Z,clinical,USA: District of Columbia,blood,Phoenix,CLSI
2320,escherichia_coli,ID_23889605,2022-06-23T01:04:17Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
641,escherichia_coli,ID_15672435,2020-11-24T00:31:32Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
4,escherichia_coli,ID_492255,2013-10-30T15:20:52Z,,,,,
135,escherichia_coli,ID_25827875,2022-10-24T23:27:44Z,environmental/other,Netherlands,retail chicken,Sensititre,EUCAST
625,escherichia_coli,ID_15672105,2020-11-24T00:25:18Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
2546,escherichia_coli,ID_24164585,2022-07-06T07:02:43Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1317,escherichia_coli,ID_23865855,2022-06-22T17:48:06Z,clinical,USA: District of Columbia,blood,Phoenix,CLSI
1103,escherichia_coli,ID_23860265,2022-06-22T17:01:10Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
783,escherichia_coli,ID_32331575,2024-02-05T14:07:42Z,clinical,USA:Boston,urine,Vitek,CLSI
1358,escherichia_coli,ID_23866755,2022-06-22T17:56:00Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
0,escherichia_coli,ID_522145,2014-01-23T13:20:33Z,,,urine,,
1230,escherichia_coli,ID_23862845,2022-06-22T17:18:49Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
134,escherichia_coli,ID_25827855,2022-10-24T23:27:34Z,environmental/other,Netherlands,retail chicken,Sensititre,EUCAST
1021,escherichia_coli,ID_23858585,2022-06-22T16:49:15Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2655,escherichia_coli,ID_25580565,2022-10-17T16:25:12Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2107,escherichia_coli,ID_23883415,2022-06-23T00:17:59Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2016,escherichia_coli,ID_23881525,2022-06-23T00:04:17Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
842,escherichia_coli,ID_32329135,2024-02-05T20:15:31Z,clinical,USA:Boston,urine,Vitek,CLSI
313,escherichia_coli,ID_25832255,2022-10-25T00:01:18Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
2322,escherichia_coli,ID_23889665,2022-06-23T01:04:25Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
510,escherichia_coli,ID_4569695,2019-04-03T01:11:50Z,clinical,"USA: Rochester, NY",bone,,CLSI
2144,escherichia_coli,ID_23884185,2022-06-23T00:24:01Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1078,escherichia_coli,ID_23859725,2022-06-22T16:56:55Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1527,escherichia_coli,ID_23870175,2022-06-22T18:30:29Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2154,escherichia_coli,ID_23884415,2022-06-23T00:26:08Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
980,escherichia_coli,ID_23857745,2022-06-22T16:43:17Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
247,escherichia_coli,ID_25830575,2022-10-24T23:48:47Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
2292,escherichia_coli,ID_23887245,2022-06-23T00:47:33Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1737,escherichia_coli,ID_23875915,2022-06-22T23:12:15Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2908,escherichia_coli,ID_25788595,2022-10-21T16:26:14Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1109,escherichia_coli,ID_23860385,2022-06-22T17:02:07Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1360,escherichia_coli,ID_23866795,2022-06-22T17:56:09Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1383,escherichia_coli,ID_23867255,2022-06-22T18:03:18Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2404,escherichia_coli,ID_23891435,2022-06-23T01:19:19Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
634,escherichia_coli,ID_15672295,2020-11-24T00:29:43Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
693,escherichia_coli,ID_15674945,2020-11-24T01:12:20Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
2611,escherichia_coli,ID_24166325,2022-07-06T07:11:49Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1272,escherichia_coli,ID_23863685,2022-06-22T17:24:47Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
652,escherichia_coli,ID_15673255,2020-11-24T00:46:05Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
722,escherichia_coli,ID_32337915,2024-02-16T16:25:48Z,clinical,USA:Boston,urine,Vitek,CLSI
94,escherichia_coli,ID_12915005,2020-04-20T16:16:44Z,clinical,USA:Cincinnati,urine,,CLSI
670,escherichia_coli,ID_15673975,2020-11-24T00:57:17Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
907,escherichia_coli,ID_38080355,2024-04-11T13:50:30Z,clinical,USA:Boston,urine,Vitek,CLSI
2993,escherichia_coli,ID_12677665,2016-05-31T00:14:19Z,clinical,USA:Boston,blood,Vitek,CLSI
2117,escherichia_coli,ID_23883645,2022-06-23T00:20:11Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
